Key.enter,0,1701553019147
'd',0,1701553021520
'w',0,1701553023031
'd',0,1701553024244
'a',0,1701553025242
';',0,1701553026023
';',0,1701553026209
'd',0,1701553032047
'w',0,1701553032666
'a',0,1701553033156
'm',0,1701553033486
'm',0,1701553033695
'm',0,1701553034944
'm',0,1701553035422
'm',0,1701553035551
'm',0,1701553035672
'm',0,1701553035792
'm',0,1701553035912
'm',0,1701553036042
'm',0,1701553036154
'm',0,1701553036276
'm',0,1701553036406
'm',0,1701553036543
'm',0,1701553036680
'm',0,1701553036817
Key.backspace,0,1701553055124
Key.backspace,0,1701553055535
Key.ctrl_l,0,1701553058910
's',0,1701553058910
Key.enter,0,1701553072655
'a',0,1701553074608
'w',0,1701553078233
's',0,1701553078846
'd',0,1701553079288
'w',0,1701553079690
'a',0,1701553080083
'd',0,1701553080388
'w',0,1701553080759
's',0,1701553082720
'w',0,1701553083362
's',0,1701553084053
'd',0,1701553084776
'w',0,1701553085395
'\x03',0,1701553087776
'\x03',0,1701553087936
'\x03',0,1701553088064
'\x03',0,1701553088201
'\x03',0,1701553088337
Key.ctrl_l,0,1701553088434
'c',0,1701553088466
,0,-1701553157315.449
,0,-1701553158633.3364
,0,-1701553159267.664
,0,-1701553159701.3994
,0,-1701553160191.314
,0,-1701553160560.3198
,0,-1701553160945.7703
,0,-1701553161314.9412
,0,-1701553161950.9614
,0,-1701553162424.8044
,0,-1701553163275.826
,0,-1701553163291.9434
,0,1701553517620.2349
s,1158.509521484375,120.3779296875
w,538.3271484375,170.091552734375
d,628.079345703125,200.835205078125
w,579.6923828125,177.5419921875
d,1365.512451171875,441.73876953125
m,1517.4169921875,80.257080078125
m,763.11328125,370.359375
,0,88.128173828125
,144.48046875,72.03076171875
,128.261474609375,72.3759765625
,104.321533203125,96.1728515625
,136.38916015625,88.11962890625
,136.38916015625,96.109375
,136.38916015625,88.031005859375
,136.38916015625,8.111083984375
,0,1701553891219.4348
,0,132.326416015625
i,0,15.990478515625
i,0,162.64794921875
i,0,116.71630859375
o,699.891357421875,73.6376953125
o,699.891357421875,92.3447265625
o,68.8232421875,68.970703125
o,68.8232421875,85.031005859375
n,157.024658203125,64.308349609375
t,95.803466796875,78.2529296875
t,95.803466796875,110.876220703125
t,91.7080078125,63.128173828125
t,91.7080078125,61.673095703125
t,91.7080078125,141.635986328125
w,360.113037109375,110.806640625
n,279.54052734375,109.739990234375
n,279.54052734375,125.28662109375
n,109.00048828125,31.2490234375
n,109.00048828125,92.515869140625
t,124.031005859375,36.765625
t,124.031005859375,78.18408203125
i,60.43505859375,31.709716796875
i,60.43505859375,93.397705078125
k,68.66162109375,16.106201171875
e,88.227294921875,30.11474609375
t,122.85546875,20.566650390625
t,122.85546875,92.0966796875
s,153.4052734375,154.656982421875
",",340.41796875,15.595458984375
",",340.41796875,15.05908203125
i,279.513427734375,32.042236328125
i,279.513427734375,87.783935546875
i,279.513427734375,77.06298828125
i,279.513427734375,79.09619140625
e,31.863037109375,68.443603515625
e,31.863037109375,76.4248046875
e,156.799072265625,71.86962890625
d,570.544189453125,16.201416015625
d,570.544189453125,108.529052734375
o,44.777587890625,67.85107421875
o,44.777587890625,75.859130859375
u,144.018310546875,31.996826171875
u,144.018310546875,92.241943359375
o,75.99560546875,15.992431640625
o,75.99560546875,88.30908203125
o,75.99560546875,120.39208984375
i,40.124267578125,76.111328125
i,40.124267578125,92.102783203125
d,59.885498046875,19.744384765625
d,59.885498046875,28.287841796875
d,59.885498046875,60.28466796875
e,60.03515625,16.008544921875
