l,3901.45068359375
m,505.257080078125
k,338.889892578125
a,185.18017578125
d,149.888427734375
w,155.57958984375
a,108.364501953125
s,122.694580078125
d,59.49853515625
w,156.072998046875
l,397.35888671875
a,206.7294921875
s,49.75146484375
d,84.91943359375
",",74.688720703125
;,187.645263671875
w,42.339599609375
a,75.349853515625
w,413.5390625
a,66.6396484375
d,109.466796875
w,140.585205078125
a,49.979248046875
d,127.014404296875
a,363.391357421875
w,321.275634765625
d,152.53662109375
a,64.358642578125
w,120.652587890625
a,217.0625
w,0.0
w,1570.293701171875
a,20.100830078125
d,127.685302734375
w,178.40478515625
a,6.1220703125
a,2706.017578125
s,98.862060546875
d,101.27099609375
w,2519.607177734375
a,19.916259765625
d,124.563232421875
w,144.82080078125
a,91.84033203125
t,2931.95263671875
e,260.31103515625
s,187.6484375
t,122.973876953125
i,47.5126953125
n,171.670166015625
g,107.1591796875
s,196.18701171875
t,133.411376953125
u,116.017578125
f,122.758056640625
f,130.47900390625
f,1228.824462890625
o,137.7685546875
r,83.940673828125
c,381.731689453125
l,65.536376953125
a,38.556884765625
s,107.2880859375
s,129.6064453125
a,2158.413818359375
s,122.7548828125
d,44.9140625
l,15.759521484375
w,133.644287109375
l,58.652099609375
a,47.6630859375
w,362.521484375
